,HKT,CC,temp
374,2019-10-07 16:44:00,69.0,
375,2019-10-07 16:46:00,72.0,26.9
376,2019-10-07 16:48:00,70.0,26.9
377,2019-10-07 16:50:00,70.0,
378,2019-10-07 16:51:00,68.0,
379,2019-10-07 16:53:00,69.0,26.9
380,2019-10-07 16:55:00,,
381,2019-10-07 16:57:00,,26.7
382,2019-10-07 16:59:00,,26.7
383,2019-10-07 17:00:00,,
384,2019-10-07 17:01:59,,26.7
385,2019-10-07 17:04:00,,
386,2019-10-07 17:04:59,,
387,2019-10-07 17:07:00,,26.7
388,2019-10-07 17:08:59,,
389,2019-10-07 17:11:00,,26.7
390,2019-10-07 17:13:00,,26.7
391,2019-10-07 17:14:00,,26.7
392,2019-10-07 17:16:00,,26.5
393,2019-10-07 17:17:59,,26.5
394,2019-10-07 17:19:00,,
395,2019-10-07 17:20:59,,26.5
396,2019-10-07 17:23:00,,
397,2019-10-07 17:24:00,,
398,2019-10-07 17:26:00,,26.4
399,2019-10-07 17:27:59,,26.4
400,2019-10-07 17:30:00,,26.4
401,2019-10-07 17:32:00,,
402,2019-10-07 17:33:00,,
403,2019-10-07 17:35:00,,26.2
404,2019-10-07 17:36:59,,
405,2019-10-07 17:39:00,,
406,2019-10-07 17:40:59,,26.2
407,2019-10-07 17:42:00,,
408,2019-10-07 17:43:59,,
409,2019-10-07 17:46:00,,26.1
410,2019-10-07 17:48:00,,
411,2019-10-07 17:49:59,,26.1
412,2019-10-07 17:52:00,,
413,2019-10-07 17:53:00,,
414,2019-10-07 17:55:00,,
415,2019-10-07 17:56:59,,
416,2019-10-07 17:59:00,,25.9
417,2019-10-07 18:01:00,,25.9
418,2019-10-07 18:02:59,,
419,2019-10-07 18:04:00,,
420,2019-10-07 18:05:59,,25.8
421,2019-10-07 18:08:00,,
422,2019-10-07 18:09:59,,
423,2019-10-07 18:11:59,,
424,2019-10-07 18:14:00,,
425,2019-10-07 18:15:59,,25.6
426,2019-10-07 18:17:59,,25.6
427,2019-10-07 18:18:59,,25.6
428,2019-10-07 18:20:59,,
429,2019-10-07 18:23:00,,25.6
430,2019-10-07 18:24:59,,
431,2019-10-07 18:25:59,,
432,2019-10-07 18:27:59,,
433,2019-10-07 18:30:00,,25.4
434,2019-10-07 18:31:59,,25.4
435,2019-10-07 18:33:59,,25.4
436,2019-10-07 18:34:59,,25.2
437,2019-10-07 18:36:59,,25.2
438,2019-10-07 18:38:59,,25.2
439,2019-10-07 18:40:00,,25.2
440,2019-10-07 18:41:59,,25.2
441,2019-10-07 18:43:00,,
442,2019-10-07 18:44:59,,25.1
443,2019-10-07 18:46:59,,
444,2019-10-07 18:49:00,,
445,2019-10-07 18:50:59,,25.1
446,2019-10-07 18:53:00,,25.1
447,2019-10-07 18:53:59,,
448,2019-10-07 18:56:00,,
449,2019-10-07 18:57:59,,24.9
450,2019-10-07 19:00:00,,
451,2019-10-07 19:01:00,,24.9
452,2019-10-07 19:03:00,,24.9
453,2019-10-07 19:05:00,,25.0
454,2019-10-07 19:07:00,,
455,2019-10-07 19:08:00,,
456,2019-10-07 19:10:00,,
457,2019-10-07 19:12:00,,
458,2019-10-07 19:14:00,,
459,2019-10-07 19:16:00,,24.8
460,2019-10-07 19:18:00,,
461,2019-10-07 19:20:00,50.0,
462,2019-10-07 19:22:00,51.0,24.8
463,2019-10-07 19:24:00,53.0,
464,2019-10-07 19:26:00,55.0,24.7
465,2019-10-07 19:28:00,55.0,24.7
466,2019-10-07 19:29:00,51.0,
467,2019-10-07 19:31:00,53.0,
468,2019-10-07 19:33:00,53.0,
469,2019-10-07 19:35:00,51.0,
470,2019-10-07 19:37:00,52.0,
471,2019-10-07 19:39:00,52.0,24.7
472,2019-10-07 19:41:00,51.0,24.7
473,2019-10-07 19:43:00,56.0,24.7
474,2019-10-07 19:44:00,52.0,24.7
475,2019-10-07 19:46:00,55.0,24.7
476,2019-10-07 19:47:00,55.0,24.7
477,2019-10-07 19:49:00,52.0,
478,2019-10-07 19:51:00,53.0,24.7
479,2019-10-07 19:53:00,52.0,
480,2019-10-07 19:54:00,51.0,
481,2019-10-07 19:56:00,50.0,
482,2019-10-07 19:58:00,53.0,24.6
483,2019-10-07 20:00:00,54.0,
484,2019-10-07 20:01:59,51.0,24.6
485,2019-10-07 20:04:00,53.0,24.6
486,2019-10-07 20:04:59,55.0,
487,2019-10-07 20:07:00,54.0,
488,2019-10-07 20:08:59,54.0,
489,2019-10-07 20:11:00,54.0,
490,2019-10-07 20:13:00,54.0,24.6
491,2019-10-07 20:14:59,54.0,24.6
492,2019-10-07 20:17:00,56.0,
493,2019-10-07 20:17:59,54.0,24.6
494,2019-10-07 20:20:00,48.0,24.6
495,2019-10-07 20:22:00,52.0,
496,2019-10-07 20:23:00,53.0,
497,2019-10-07 20:24:59,53.0,
498,2019-10-07 20:27:00,51.0,
499,2019-10-07 20:29:00,53.0,
500,2019-10-07 20:30:59,50.0,
501,2019-10-07 20:33:00,52.0,
502,2019-10-07 20:35:00,54.0,24.6
503,2019-10-07 20:36:59,51.0,
504,2019-10-07 20:39:00,53.0,
505,2019-10-07 20:40:59,52.0,24.6
506,2019-10-07 20:42:00,52.0,24.6
507,2019-10-07 20:43:59,50.0,24.6
508,2019-10-07 20:46:00,48.0,
509,2019-10-07 20:46:59,51.0,
510,2019-10-07 20:49:00,51.0,24.7
511,2019-10-07 20:51:00,50.0,
512,2019-10-07 20:53:00,53.0,24.7
513,2019-10-07 20:53:59,54.0,24.7
514,2019-10-07 20:56:00,51.0,24.7
515,2019-10-07 20:58:00,54.0,
516,2019-10-07 20:59:00,55.0,24.7
517,2019-10-07 21:01:00,57.0,24.7
518,2019-10-07 21:02:59,55.0,24.7
519,2019-10-07 21:04:00,54.0,
520,2019-10-07 21:05:59,58.0,
521,2019-10-07 21:08:00,56.0,
522,2019-10-07 21:09:59,56.0,24.7
523,2019-10-07 21:11:59,55.0,24.7
524,2019-10-07 21:12:59,52.0,
525,2019-10-07 21:14:59,55.0,24.6
526,2019-10-07 21:17:00,56.0,
527,2019-10-07 21:18:59,56.0,
528,2019-10-07 21:20:59,54.0,24.6
529,2019-10-07 21:23:00,55.0,
530,2019-10-07 21:24:59,56.0,24.5
531,2019-10-07 21:27:00,56.0,
532,2019-10-07 21:27:59,57.0,24.5
533,2019-10-07 21:30:00,55.0,
534,2019-10-07 21:31:59,54.0,
535,2019-10-07 21:33:59,54.0,24.5
536,2019-10-07 21:36:00,52.0,
537,2019-10-07 21:36:59,56.0,24.6
538,2019-10-07 21:38:59,54.0,
539,2019-10-07 21:40:59,59.0,24.6
540,2019-10-07 21:43:00,,
541,2019-10-07 21:44:59,56.0,
542,2019-10-07 21:46:59,59.0,24.8
543,2019-10-07 21:49:00,56.0,
544,2019-10-07 21:49:59,58.0,24.8
545,2019-10-07 21:52:00,57.0,24.8
546,2019-10-07 21:53:59,56.0,
547,2019-10-07 21:54:59,57.0,24.7
548,2019-10-07 21:56:59,56.0,
549,2019-10-07 21:59:00,57.0,
550,2019-10-07 22:01:00,56.0,
551,2019-10-07 22:03:00,56.0,24.7
